caseid,age,income_respondent,feelings_life,total_children
4822,80,12500,10,3
4823,79.7,12500,9,5
4824,71.8,37500,NA,2
4825,20.2,12500,9,0
4826,65.6,12500,10,1
4827,54,37500,6,0
4828,58.4,12500,8,0
4829,47.3,125000,10,2
4830,51.9,112500,8,2
4831,55.7,37500,9,2
4832,58.1,37500,7,2
4833,64.8,87500,9,3
4834,64,62500,8,2
4835,61.4,125000,7,1
4836,59.9,12500,8,2
4837,65.9,37500,9,2
4838,22.3,12500,8,0
4839,34.7,87500,10,0
4840,53.2,12500,7,2
4841,41.3,62500,6,4
4842,70.5,37500,10,2
4843,36,12500,4,1
4844,32.8,37500,7,1
4845,73.7,12500,9,0
4846,72.8,12500,8,3
4847,43.8,87500,7,2
4848,25.5,37500,7,1
4849,80,37500,7,2
4850,52.3,62500,10,0
4851,54.9,62500,8,3
4852,39.9,37500,7,2
4853,49.3,62500,6,3
4854,37.6,37500,7,5
4855,68.6,12500,10,3
4856,32.7,62500,9,0
4857,38.8,12500,10,2
4858,60.9,37500,8,1
4859,45.5,12500,7,2
4860,40.2,62500,9,1
4861,80,37500,9,5
4862,60.9,62500,8,3
4863,48.1,125000,8,2
4864,52.4,37500,7,3
4865,67.1,62500,10,4
4866,71.8,12500,9,4
4867,73.9,125000,8,2
4868,34.6,62500,9,2
4869,50.8,125000,8,2
4870,74.9,12500,10,5
4871,41.3,62500,5,1
4872,37.7,62500,10,1
4873,72.6,87500,10,2
4874,44.8,12500,10,1
4875,58.4,37500,7,2
4876,37.7,112500,7,0
4877,70.5,62500,7,2
4878,48.1,62500,10,3
4879,22.9,62500,3,0
4880,21.9,12500,8,0
4881,80,37500,10,3
4882,56.3,37500,9,2
4883,33.2,12500,9,0
4884,74.8,62500,9,2
4885,76.8,37500,5,2
4886,48.6,62500,8,2
4887,63.7,12500,6,1
4888,42.9,62500,9,0
4889,59.5,37500,10,4
4890,27,12500,10,1
4891,53.9,125000,10,3
4892,46.8,12500,10,1
4893,63.3,62500,7,0
4894,80,12500,8,4
4895,19.9,12500,7,0
4896,31.2,37500,8,2
4897,41,37500,9,3
4898,64.9,12500,7,3
4899,26.6,12500,5,0
4900,28.1,62500,8,0
4901,80,62500,7,1
4902,34.1,12500,8,3
4903,31.1,12500,8,1
4904,42.7,125000,9,2
4905,41.3,37500,10,0
4906,80,87500,10,0
4907,60.1,62500,9,4
4908,71.5,37500,NA,5
4909,25.5,12500,7,1
4910,58,87500,8,2
4911,61.9,12500,8,0
4912,57.2,125000,9,0
4913,77.4,12500,8,3
4914,37.4,37500,6,2
4915,27.9,12500,8,0
4916,40.5,62500,8,2
4917,39.6,12500,7,0
4918,80,37500,8,2
4919,69.8,62500,10,2
4920,80,37500,5,1
4921,60.6,12500,10,2
4922,64.5,62500,10,0
4923,49,62500,8,3
4924,70,37500,9,2
4925,55.3,37500,9,2
4926,34.8,125000,10,2
4927,45.4,62500,9,2
4928,61.7,62500,9,2
4929,33.2,87500,10,3
4930,36.8,87500,7,2
4931,29.8,62500,8,0
4932,65.1,12500,10,1
4933,65.4,62500,5,4
4934,47.3,112500,8,2
4935,68.1,62500,8,2
4936,28.2,12500,10,0
4937,67.2,125000,7,1
4938,79.9,37500,8,0
4939,52.8,62500,8,1
4940,57.2,37500,10,0
4941,80,125000,10,4
4942,30.3,37500,7,0
4943,71.3,12500,6,0
4944,34,37500,10,3
4945,34,12500,9,7
4946,38,62500,8,0
4947,37.4,62500,8,3
4948,39.8,62500,8,2
4949,53.9,37500,10,2
4950,29.3,12500,6,0
4951,27,37500,9,0
4952,32.5,62500,9,5
4953,78.3,12500,5,7
4954,37.5,87500,3,2
4955,60.6,37500,8,1
4956,28.3,87500,9,0
4957,69.1,12500,NA,2
4958,50.9,12500,8,4
4959,36.4,37500,6,1
4960,60,12500,8,1
4961,70.1,37500,6,1
4962,39.8,87500,10,3
4963,27.6,37500,8,2
4964,48.2,62500,7,0
4965,46.5,37500,8,2
4966,64.8,62500,8,3
4967,16.6,12500,7,0
4968,59.9,62500,9,0
4969,47.4,62500,9,1
4970,52.8,37500,10,3
4971,64.1,62500,9,4
4972,42.9,125000,10,2
4973,78.6,37500,7,2
4974,71.4,37500,5,0
4975,23.3,12500,8,0
4976,58.5,37500,10,2
4977,78.8,12500,8,5
4978,40.3,37500,9,2
4979,19.4,12500,8,0
4980,59.7,37500,8,0
4981,63.2,12500,7,3
4982,41.1,87500,8,2
4983,16.8,12500,10,0
4984,78.5,37500,10,2
4985,71.3,12500,7,2
4986,37.3,62500,8,0
4987,52.6,87500,9,4
4988,70,12500,8,4
4989,38.8,87500,8,0
4990,68.5,37500,9,3
4991,80,62500,10,3
4992,39.3,62500,7,0
4993,33.5,62500,10,2
4994,79.3,62500,8,2
4995,29.2,62500,10,0
4996,36.1,62500,8,0
4997,52.1,62500,8,3
4998,26.5,62500,8,0
4999,80,37500,9,0
5000,24,12500,7,0
5001,54.3,37500,7,3
5002,38.1,37500,7,1
5003,53.3,62500,8,3
5004,62.7,62500,9,2
5005,36.3,125000,8,2
5006,33.4,37500,5,0
5007,61,12500,10,2
5008,80,62500,9,3
5009,34.8,37500,8,2
5010,49.3,62500,7,0
5011,62.2,37500,8,3
5012,52.7,37500,10,2
5013,71.9,37500,10,1
5014,58.2,125000,9,4
5015,80,12500,10,5
5016,69.2,37500,10,2
5017,67.4,12500,NA,3
5018,70.5,37500,10,5
5019,35.3,37500,8,1
5020,67.7,37500,8,2
5021,80,12500,5,2
5022,75.2,37500,10,3
5023,30.3,12500,8,3
5024,49.8,12500,5,1
5025,74,12500,7,1
5026,47.6,87500,9,2
5027,40.1,87500,9,2
5028,79.3,12500,10,0
5029,32.2,12500,8,3
5030,66.1,12500,9,3
5031,62.2,37500,6,1
5032,28.8,12500,8,0
5033,28.3,37500,9,1
5034,59.8,87500,8,6
5035,68.3,62500,7,2
5036,80,37500,8,2
5037,29.3,37500,8,2
5038,78.1,37500,10,0
5039,32.8,87500,10,0
5040,32.4,62500,8,0
5041,40.6,37500,10,0
5042,57.1,37500,9,0
5043,47.8,62500,6,2
5044,57.3,12500,10,3
5045,64.3,12500,10,2
5046,54.7,37500,10,1
5047,64.9,37500,9,2
5048,41.2,87500,6,2
5049,25.5,37500,10,0
5050,58.3,12500,9,0
5051,44.3,37500,8,0
5052,54.8,125000,9,2
5053,53,37500,9,1
5054,65.9,12500,8,3
5055,55.5,37500,7,2
5056,47.3,62500,8,1
5057,55.8,37500,10,0
5058,52.3,87500,7,3
5059,80,62500,10,3
5060,25.7,12500,6,0
5061,58.6,12500,8,0
5062,67.8,125000,7,4
5063,65.5,12500,5,2
5064,40.8,37500,8,2
5065,59.8,62500,9,2
5066,62.1,37500,6,3
5067,36.4,37500,10,0
5068,79.7,12500,8,3
5069,80,12500,8,6
5070,16.5,12500,8,0
5071,24.1,12500,7,0
5072,54.9,12500,9,6
5073,35.6,37500,10,1
5074,59,12500,7,0
5075,18,12500,8,0
5076,80,37500,9,1
5077,23.9,37500,8,0
5078,49.4,125000,8,1
5079,67.3,12500,8,2
5080,57.8,62500,8,0
5081,15.5,12500,9,0
5082,29.8,87500,8,1
5083,49.1,62500,8,0
5084,26.4,12500,7,0
5085,64.8,37500,7,2
5086,15.8,12500,8,0
5087,57.2,12500,8,3
5088,60.3,62500,9,2
5089,64.8,62500,9,1
5090,21.5,12500,8,0
5091,55.7,37500,6,2
5092,32.4,62500,8,0
5093,33.4,37500,7,2
5094,33.6,37500,8,0
5095,69.8,87500,9,3
5096,44.8,12500,8,1
5097,39.6,125000,10,2
5098,26.9,12500,10,0
5099,36.3,12500,9,2
5100,75.8,37500,8,2
5101,59.8,62500,8,3
5102,58.9,62500,8,2
5103,41.9,37500,9,1
5104,37.3,12500,10,3
5105,25,12500,8,0
5106,39.7,12500,10,1
5107,40,62500,9,2
5108,27.9,37500,7,0
5109,32.3,12500,7,0
5110,74.5,37500,9,3
5111,52.5,87500,7,2
5112,35.1,125000,6,2
5113,44.1,125000,9,0
5114,57,37500,10,2
5115,76.1,12500,10,1
5116,72.1,125000,5,4
5117,55.9,87500,8,0
5118,50.2,87500,8,3
5119,77.5,37500,8,2
5120,39.4,12500,8,3
5121,20.7,12500,8,0
5122,76.3,37500,10,2
5123,33,87500,9,0
5124,57.6,62500,10,0
5125,56.7,125000,7,2
5126,31,62500,10,0
5127,55.9,37500,8,2
5128,54.3,37500,10,2
5129,36.5,37500,10,2
5130,69.2,12500,7,2
5131,75.6,12500,8,3
5132,66,12500,3,3
5133,77,37500,9,3
5134,74.1,87500,9,2
5135,22.2,12500,7,0
5136,39.4,112500,9,0
5137,72.9,37500,10,1
5138,75.8,12500,9,4
5139,15.6,12500,9,0
5140,75.4,12500,8,4
5141,70.6,37500,8,0
5142,32.2,37500,8,1
5143,63.3,37500,10,0
5144,29.8,62500,10,0
5145,31.6,37500,10,2
5146,66.8,87500,10,2
5147,28.3,37500,8,1
5148,60.8,37500,10,3
5149,29.9,62500,8,0
5150,25.1,12500,10,0
5151,65.7,87500,6,3
5152,63.3,37500,10,3
5153,40.7,87500,10,3
5154,39.7,62500,8,0
5155,35,87500,10,1
5156,74.4,12500,2,3
5157,40.8,112500,5,2
5158,39.8,62500,7,0
5159,33.3,62500,10,2
5160,73,12500,10,4
5161,44.1,37500,9,0
5162,70.7,12500,8,4
5163,50.9,37500,7,1
5164,72.2,37500,8,0
5165,71.4,87500,8,4
5166,37.3,62500,8,2
5167,42.9,62500,9,3
5168,27.4,37500,8,1
5169,29,37500,10,2
5170,73.1,37500,9,2
5171,58.6,37500,7,0
5172,26.1,37500,9,0
5173,33.5,87500,9,2
5174,76.3,37500,10,1
5175,49.2,37500,9,6
5176,43.9,62500,8,4
5177,15.5,12500,8,0
5178,73.7,12500,8,3
5179,52.6,62500,8,5
5180,60.9,37500,10,1
5181,80,12500,6,5
5182,60.8,62500,8,0
5183,52.2,125000,8,0
5184,65.5,125000,10,1
5185,58.5,12500,5,3
5186,41.6,12500,0,2
5187,32.2,87500,10,1
5188,54.5,37500,5,2
5189,69.4,12500,10,3
5190,75.8,37500,7,2
5191,34.9,12500,8,2
5192,48.2,62500,8,2
5193,61.2,12500,7,1
5194,22.4,37500,8,0
5195,24.8,12500,8,0
5196,80,12500,10,2
5197,47.9,62500,9,1
5198,52.3,37500,7,3
5199,63.6,87500,9,2
5200,64.3,37500,9,2
5201,79.2,37500,5,2
5202,38,87500,9,1
5203,28,37500,8,3
5204,49.8,37500,8,3
5205,66.6,12500,10,2
5206,60.3,62500,8,2
5207,46.9,12500,5,3
5208,58,125000,7,5
5209,25.6,62500,9,0
5210,65.8,37500,10,2
5211,32.8,37500,8,0
5212,69.4,12500,10,1
5213,57.2,37500,9,2
5214,66.8,62500,10,2
5215,66.8,12500,8,2
5216,43.3,37500,7,5
5217,69.6,62500,9,4
5218,37.5,62500,7,0
5219,35.9,12500,2,1
5220,25.2,12500,8,0
5221,66.2,125000,8,1
5222,50.3,37500,7,1
5223,53.8,37500,7,0
5224,64.9,37500,10,1
5225,31.4,37500,10,1
5226,38.2,87500,8,2
5227,80,37500,7,3
5228,56.1,62500,8,1
5229,72.8,37500,7,1
5230,18.3,12500,8,0
5231,47.3,62500,5,2
5232,65,37500,9,0
5233,80,62500,10,4
5234,70.8,62500,10,0
5235,60.8,87500,9,2
5236,56.2,62500,10,2
5237,79.3,12500,9,2
5238,59.3,12500,9,2
5239,43.7,87500,8,0
5240,56.7,37500,8,0
5241,53.3,112500,8,1
5242,56,62500,9,1
5243,46.7,37500,9,2
5244,46.7,62500,10,3
5245,51.3,37500,9,0
5246,54.4,125000,10,5
5247,28.6,37500,10,0
5248,31.7,62500,10,0
5249,66.7,112500,9,2
5250,68,12500,10,3
5251,47.5,62500,8,2
5252,54.1,12500,4,3
5253,57.6,12500,10,3
5254,37.3,12500,8,2
5255,37.9,112500,8,3
5256,32.5,37500,8,5
5257,37.1,37500,5,1
5258,40.5,87500,8,2
5259,62,12500,6,3
5260,39.4,37500,8,3
5261,30.3,62500,8,0
5262,26.8,37500,10,0
5263,31,62500,8,0
5264,43.6,37500,6,1
5265,65.8,12500,8,1
5266,73.8,12500,9,3
5267,25.9,37500,7,0
5268,43.5,37500,9,2
5269,64.3,62500,NA,2
5270,80,12500,8,2
5271,56.1,37500,9,2
5272,43,62500,10,2
5273,21,12500,7,0
5274,59.9,12500,10,2
5275,80,62500,9,0
5276,73.1,37500,8,2
5277,58.8,12500,5,2
5278,58,12500,9,7
5279,61.7,87500,10,0
5280,29.4,37500,7,0
5281,55.5,12500,6,4
5282,79.6,62500,9,2
5283,67.5,12500,10,2
5284,45.4,12500,7,0
5285,18.8,12500,10,0
5286,66.3,37500,7,2
5287,59.1,87500,10,2
5288,45.1,62500,9,0
5289,58.1,62500,10,2
5290,29.7,37500,7,0
5291,36.3,62500,7,2
5292,53.7,62500,8,3
5293,22.3,62500,8,0
5294,31.9,12500,7,0
5295,51.8,37500,8,2
5296,74.1,87500,9,2
5297,40.5,12500,7,2
5298,36.3,112500,7,0
5299,37.9,62500,7,3
5300,80,37500,9,3
5301,52.2,62500,10,0
5302,76.7,87500,9,3
5303,64.6,12500,8,2
5304,41.2,37500,9,0
5305,35.9,62500,7,0
5306,48.7,62500,7,1
5307,65.4,37500,7,3
5308,27.5,12500,7,3
5309,15.2,12500,10,0
5310,41.3,62500,9,0
5311,47.8,37500,8,2
5312,80,37500,5,1
5313,57.8,37500,7,0
5314,43.2,87500,9,3
5315,15.7,12500,8,0
5316,33.4,87500,8,0
5317,46.6,87500,9,2
5318,64.2,62500,10,0
5319,54.2,37500,8,0
5320,58.3,12500,8,4
5321,54,62500,7,1
5322,77.8,12500,NA,2
5323,57.8,62500,8,1
5324,69.1,12500,9,1
5325,33.3,37500,8,1
5326,60.1,12500,8,3
5327,80,12500,5,3
5328,55.7,125000,9,4
5329,69,62500,9,2
5330,24.7,37500,9,1
5331,31.3,37500,8,1
5332,45.3,37500,8,2
5333,59.4,87500,9,2
5334,32.5,12500,8,2
5335,38,87500,7,2
5336,71.3,62500,3,3
5337,30.3,37500,6,0
5338,68.3,37500,9,2
5339,32.1,37500,10,1
5340,68.6,62500,8,7
5341,63.6,37500,8,4
5342,36.5,112500,9,1
5343,33.6,37500,0,0
5344,57.8,62500,9,0
5345,66,12500,8,0
5346,50.9,12500,NA,0
5347,80,12500,8,3
5348,65.8,62500,10,2
5349,58.1,37500,8,0
5350,36.7,125000,9,2
5351,29.3,12500,8,2
5352,55.2,12500,10,NA
5353,54.7,37500,5,4
5354,40,12500,NA,2
5355,51.2,125000,9,2
5356,52.4,87500,8,2
5357,29.3,62500,10,0
5358,39.3,37500,8,1
5359,75,12500,8,2
5360,71.9,37500,7,2
5361,33.1,87500,10,0
5362,21.3,12500,6,0
5363,60.9,12500,5,3
5364,56.9,62500,9,1
5365,80,37500,8,3
5366,35.4,12500,8,2
5367,36.7,125000,8,0
5368,26.8,37500,8,0
5369,70.5,37500,9,3
5370,43.1,87500,8,2
5371,53.8,112500,8,0
5372,27.8,37500,5,1
5373,36.4,37500,10,0
5374,38.8,12500,7,0
5375,29.3,37500,8,0
5376,80,12500,10,2
5377,23.5,12500,8,0
5378,60.9,87500,7,3
5379,59.8,37500,10,0
5380,56.5,87500,10,3
5381,76.1,12500,6,3
5382,29.1,12500,10,2
5383,80,112500,10,4
5384,40.6,37500,8,3
5385,20.2,12500,8,0
5386,67.5,12500,9,4
5387,23.9,37500,7,0
5388,38.1,12500,10,1
5389,65.8,62500,8,4
5390,80,62500,7,0
5391,59.3,12500,8,1
5392,74.3,62500,NA,2
5393,15.4,12500,10,0
5394,72.8,62500,10,2
5395,63.2,125000,10,2
5396,53.4,12500,5,0
5397,63.4,62500,8,0
5398,41,62500,8,3
5399,41.5,62500,8,2
5400,40,37500,8,3
5401,48.8,12500,7,3
5402,31.8,37500,10,1
5403,26.8,37500,6,0
5404,63.3,12500,8,4
5405,80,12500,10,5
5406,45.2,87500,8,2
5407,43.2,12500,8,1
5408,30.5,37500,9,0
5409,67,12500,10,0
5410,67.9,37500,8,2
5411,69.2,37500,7,0
5412,56.3,87500,5,1
5413,37.8,62500,10,0
5414,26.2,12500,8,0
5415,17.3,12500,8,0
5416,49.5,125000,8,4
5417,57.7,37500,10,2
5418,56,112500,9,0
5419,80,37500,10,2
5420,55.2,125000,9,0
5421,64.8,62500,8,2
5422,64.7,12500,10,4
5423,54.8,12500,8,2
5424,42.2,125000,7,2
5425,74.1,12500,8,3
5426,45,87500,10,2
5427,65.9,12500,8,0
5428,73.3,62500,10,2
5429,33.4,37500,7,0
5430,71,125000,10,2
5431,51,62500,8,1
5432,61.3,12500,8,1
5433,66.2,62500,8,2
5434,20.7,12500,8,0
5435,55.3,62500,10,2
5436,31,37500,10,2
5437,20.1,12500,6,0
5438,69.9,12500,6,2
5439,62.8,87500,8,4
5440,66,12500,6,2
5441,46.6,87500,9,0
5442,63.3,37500,9,0
5443,29.5,87500,9,0
5444,68.3,12500,10,2
5445,41.3,62500,8,0
5446,62.3,37500,5,1
5447,55.9,87500,9,1
5448,60.8,87500,7,1
5449,80,12500,10,7
5450,40.3,37500,3,4
5451,43,87500,8,3
5452,45.3,37500,3,3
5453,61.2,87500,9,3
5454,76.8,87500,10,3
5455,62,62500,8,1
5456,56.7,12500,9,0
5457,68.4,12500,0,3
5458,54.8,37500,9,0
5459,61.2,87500,8,0
5460,60.5,37500,10,3
5461,20.6,12500,7,0
5462,49.9,37500,10,2
5463,23,37500,5,0
5464,55.3,112500,8,2
5465,43.4,37500,9,1
5466,60.7,37500,8,2
5467,67.6,12500,9,3
5468,42.3,62500,9,1
5469,70.4,112500,8,5
5470,47.9,87500,9,2
5471,27.5,62500,10,0
5472,51.4,37500,9,0
5473,44.1,62500,7,0
5474,29.4,87500,8,0
5475,68.4,62500,8,0
5476,63.4,12500,8,2
5477,80,37500,10,4
5478,21.9,37500,8,0
5479,38.5,12500,7,0
5480,35.4,62500,6,0
5481,80,37500,0,2
5482,57.8,12500,9,2
5483,33.8,37500,NA,4
5484,64.5,12500,9,3
5485,57.1,12500,9,2
5486,25,12500,10,0
5487,48.9,62500,4,4
5488,50.8,12500,8,3
5489,76.7,37500,4,2
5490,53.5,62500,8,2
5491,33.5,37500,7,0
5492,43.3,62500,8,2
5493,78.4,62500,9,3
5494,61.3,12500,8,2
5495,68.9,12500,8,3
5496,64,125000,10,2
5497,75.2,37500,9,3
5498,43.6,87500,8,0
5499,48.8,12500,10,3
5500,34.3,12500,10,2
5501,80,37500,10,3
5502,60.8,12500,10,5
5503,28.9,37500,10,1
5504,62.5,62500,8,2
5505,29.9,37500,5,0
5506,60.7,12500,9,2
5507,68.9,12500,10,4
5508,58.7,37500,9,2
5509,68.2,37500,7,2
5510,53.4,12500,0,0
5511,36.5,62500,8,2
5512,74.3,37500,8,4
5513,28.7,12500,9,0
5514,67,12500,8,2
5515,20.8,12500,9,0
5516,70.7,87500,10,3
5517,21.9,12500,8,0
5518,15.2,12500,8,0
5519,69.9,37500,9,2
5520,62.3,62500,7,2
5521,58.5,37500,8,3
5522,29,12500,6,0
5523,46.1,87500,10,3
5524,36.4,62500,7,0
5525,56.3,125000,9,0
5526,46.2,37500,10,0
5527,51.6,62500,9,1
5528,34.4,37500,8,1
5529,45.8,12500,0,1
5530,62.4,62500,9,2
5531,59.5,37500,9,3
5532,80,62500,10,4
5533,16.5,37500,10,0
5534,79.6,37500,10,2
5535,79.2,12500,10,2
5536,65.6,12500,7,2
5537,79.3,37500,7,0
5538,70.7,37500,6,0
5539,75.7,12500,9,7
5540,27.1,37500,10,0
5541,76.7,62500,10,4
5542,79,62500,10,2
5543,61.2,125000,10,2
5544,55.5,37500,6,2
5545,58.4,12500,6,0
5546,36.3,125000,9,2
5547,56.6,12500,8,6
5548,38.4,37500,10,1
5549,62.3,62500,10,2
5550,47.8,37500,7,2
5551,59.7,62500,10,2
5552,68.2,37500,6,5
5553,49.1,12500,5,2
5554,38.9,12500,7,1
5555,69.6,12500,8,6
5556,37,12500,3,0
5557,23.8,37500,7,2
5558,17.5,12500,8,0
5559,16.1,12500,3,0
5560,31.2,37500,8,0
5561,70.1,12500,9,0
5562,15.9,12500,7,0
5563,48.7,112500,8,2
5564,15.6,12500,10,0
5565,72.8,12500,10,3
5566,57.4,37500,8,1
5567,38.7,112500,10,2
5568,31,87500,9,0
5569,72.8,12500,8,5
5570,49,112500,8,1
5571,30.8,62500,6,1
5572,28.3,62500,7,0
5573,62.8,12500,10,2
5574,68.5,37500,10,1
5575,64.5,12500,9,2
5576,24.3,37500,7,0
5577,71.5,62500,8,4
5578,25.4,12500,8,0
5579,52.2,62500,8,4
5580,80,37500,8,3
5581,66.5,37500,10,1
5582,65.1,62500,9,2
5583,76.6,87500,10,5
5584,58.3,12500,6,5
5585,34.6,125000,8,1
5586,59.3,12500,10,2
5587,48.9,125000,10,0
5588,41,125000,8,2
5589,72.5,87500,8,3
5590,47.9,62500,7,2
5591,53.3,87500,8,2
5592,41.6,87500,8,1
5593,52.1,62500,8,3
5594,62.7,87500,8,2
5595,47.5,62500,8,0
5596,80,12500,7,3
5597,65.9,12500,10,3
5598,77.3,12500,10,0
5599,73,125000,9,2
5600,70.7,62500,10,2
5601,73.9,12500,9,2
5602,23.9,12500,6,0
5603,30.1,37500,8,1
5604,52.4,37500,10,2
5605,51.7,37500,9,0
5606,54.4,37500,5,3
5607,27,62500,8,0
5608,55.6,12500,10,2
5609,78.8,37500,9,2
5610,41.6,87500,8,3
5611,62.7,112500,8,2
5612,32.9,37500,9,2
5613,70.1,12500,8,2
5614,30.1,62500,9,0
5615,75.6,37500,7,2
5616,42.2,37500,8,2
5617,46.7,12500,7,2
5618,27,37500,8,0
5619,35.7,87500,6,3
5620,40.3,37500,8,0
5621,66.8,62500,8,4
5622,55.8,62500,7,3
5623,48.2,62500,6,1
5624,38.3,62500,5,0
5625,48.9,112500,8,2
5626,31.5,12500,8,0
5627,25.9,37500,8,0
5628,70.6,37500,8,1
5629,34.8,37500,7,1
5630,16.2,12500,9,0
5631,79.5,37500,8,2
5632,63.2,12500,8,2
5633,17,12500,10,0
5634,58.3,62500,8,2
5635,44.6,112500,10,5
5636,37.9,87500,8,2
5637,59.7,37500,10,2
5638,17.3,12500,9,0
5639,60.9,12500,8,1
5640,38.8,87500,8,2
5641,53.2,37500,9,3
5642,46.8,125000,8,2
5643,56,125000,8,2
5644,63.6,12500,7,2
5645,52.9,12500,6,0
5646,70.6,37500,10,3
5647,54.8,62500,4,2
5648,50.2,62500,9,2
5649,55.1,87500,9,2
5650,59.7,37500,3,4
5651,66,12500,8,0
5652,59.4,112500,9,1
5653,36.6,62500,10,1
5654,47.8,87500,8,0
5655,46,62500,10,0
5656,54.5,12500,10,0
5657,52.8,112500,10,0
5658,33.4,12500,10,1
5659,43.3,37500,5,2
5660,69.9,37500,9,0
5661,57.3,37500,7,2
5662,19.9,12500,7,0
5663,27.4,37500,8,0
5664,43.8,12500,7,2
5665,50.2,112500,6,3
5666,68.8,12500,10,2
5667,74.8,12500,7,3
5668,74.7,12500,5,5
5669,28.4,12500,8,0
5670,58,37500,7,2
5671,69.9,12500,7,2
5672,36.1,12500,10,3
5673,68.9,12500,8,0
5674,36.1,62500,8,4
5675,33.9,12500,8,2
5676,55,12500,6,2
5677,64.5,62500,8,1
5678,57.1,62500,9,2
5679,46.8,62500,9,1
5680,18.3,12500,7,0
5681,44.3,87500,6,2
5682,59.8,125000,8,2
5683,29.7,12500,8,1
5684,21.2,12500,6,0
5685,35.4,12500,9,1
5686,55.1,37500,8,2
5687,27.5,37500,10,1
5688,50.8,12500,7,3
5689,61.5,37500,8,3
5690,59.1,12500,9,2
5691,49.3,125000,8,2
5692,56.7,12500,4,3
5693,40.7,37500,9,2
5694,35.2,12500,6,0
5695,30.1,37500,9,0
5696,60,62500,8,3
5697,69.3,62500,8,3
5698,46.6,37500,8,4
5699,35.8,12500,9,0
5700,51.8,87500,8,0
5701,41.8,37500,8,1
5702,80,12500,7,4
5703,47.8,37500,7,2
5704,80,37500,7,2
5705,80,37500,9,1
5706,57.4,87500,8,1
5707,62.4,12500,NA,1
5708,57.5,12500,7,0
5709,67.8,37500,6,2
5710,77.8,62500,6,3
5711,27.1,37500,8,0
5712,59.7,62500,9,3
5713,61.5,37500,7,1
5714,74.3,12500,7,2
5715,73.4,37500,10,1
5716,53.4,62500,4,1
5717,76.7,12500,8,3
5718,24.5,12500,4,2
5719,30.1,62500,7,0
5720,80,37500,6,2
5721,69.6,125000,8,2
5722,80,12500,10,7
5723,50,12500,5,0
5724,76.5,12500,7,4
5725,69.2,37500,10,4
5726,66.9,37500,3,0
5727,47.3,37500,5,2
5728,50.5,12500,8,2
5729,64.7,12500,5,2
5730,45.2,12500,10,1
5731,23.6,12500,8,0
5732,69.1,12500,8,1
5733,36.9,37500,9,1
5734,37.4,37500,9,2
5735,53.2,112500,4,2
5736,60.3,112500,6,0
5737,63.3,12500,7,0
5738,37.2,12500,4,0
5739,43,125000,8,0
5740,55.2,12500,9,4
5741,66,37500,8,2
5742,43.3,62500,8,3
5743,25.6,62500,8,0
5744,18.4,12500,8,0
5745,71,12500,8,3
5746,22.5,37500,10,4
5747,60.7,125000,8,2
5748,41.4,37500,9,2
5749,17.6,12500,7,0
5750,62.8,12500,5,2
5751,33.4,37500,7,2
5752,79.8,12500,9,1
5753,67.9,37500,7,3
5754,31.8,62500,9,1
5755,67.2,12500,10,2
5756,79.8,12500,NA,1
5757,48.8,62500,10,4
5758,80,37500,8,1
5759,56.7,37500,10,0
5760,57.7,12500,5,2
5761,46.3,62500,9,2
5762,52,62500,7,2
5763,80,62500,8,4
5764,36.4,37500,5,0
5765,54.1,125000,9,3
5766,79.2,12500,10,5
5767,28,87500,8,0
5768,56.5,12500,5,3
5769,31.4,37500,6,1
5770,25.8,62500,9,1
5771,60.9,62500,8,3
5772,26.9,37500,7,0
5773,27.5,12500,3,0
5774,26.3,37500,8,2
5775,70.1,12500,10,2
5776,52.3,12500,7,0
5777,58.8,125000,10,3
5778,16.3,12500,7,0
5779,39.4,125000,7,2
5780,68.9,37500,7,3
5781,79.6,37500,9,3
5782,54.4,12500,8,1
5783,65.9,12500,10,0
5784,22.6,37500,10,1
5785,26.3,12500,8,3
5786,35.8,37500,6,1
5787,48.1,62500,10,2
5788,39.2,62500,10,2
5789,31.5,112500,10,0
5790,71.1,12500,8,0
5791,41,62500,10,7
5792,65.8,62500,5,2
5793,36.8,37500,6,0
5794,57.3,12500,8,4
5795,46.5,87500,6,2
5796,69.5,37500,8,0
5797,41.3,112500,10,2
5798,78.9,62500,9,2
5799,59.5,12500,9,0
5800,59.7,37500,NA,2
5801,71.4,12500,9,2
5802,22,12500,6,0
5803,30.2,62500,7,0
5804,59,62500,8,3
5805,53.9,37500,8,0
5806,25.2,12500,8,0
5807,44.3,62500,8,0
5808,80,12500,10,3
5809,78.2,62500,8,3
5810,67.9,37500,5,2
5811,63.8,87500,8,0
5812,80,12500,8,6
5813,23,12500,10,1
5814,75.2,12500,5,3
5815,19.1,12500,NA,0
5816,62.2,37500,10,3
5817,79.1,37500,8,1
5818,24.5,37500,10,0
5819,38,62500,10,5
5820,41.3,12500,7,4
5821,57,62500,6,3
5822,42.6,12500,8,1
5823,39.1,37500,7,0
5824,64.8,37500,9,2
5825,58.3,62500,7,0
5826,15.8,12500,10,0
5827,32.3,125000,8,2
5828,60,87500,2,3
5829,61.1,87500,9,0
5830,65.7,37500,9,3
5831,55.4,12500,10,2
5832,38.1,12500,10,2
5833,65.5,62500,9,2
5834,79.7,12500,8,4
5835,60.3,37500,10,2
5836,32.7,37500,6,0
5837,39.2,87500,8,0
5838,43.7,37500,8,0
