caseid,age,income_respondent,feelings_life,total_children
17725,17.1,12500,9,0
17726,80,112500,9,3
17727,59.3,87500,9,4
17728,24.1,12500,8,0
17729,53.6,62500,6,1
17730,17.7,12500,9,0
17731,24.3,12500,5,0
17732,67,12500,6,0
17733,55.8,87500,7,4
17734,28.5,12500,9,0
17735,20.8,12500,9,0
17736,70.7,12500,8,3
17737,33.8,62500,9,2
17738,64.8,37500,9,5
17739,56.5,37500,10,0
17740,65.7,37500,7,2
17741,34.3,87500,7,0
17742,61.6,12500,8,2
17743,33.3,37500,9,0
17744,53.2,125000,8,1
17745,27.9,37500,6,2
17746,55.2,12500,8,2
17747,17.2,12500,10,0
17748,66.8,12500,10,7
17749,37.2,12500,9,2
17750,57.9,62500,9,4
17751,61.7,62500,8,2
17752,74.8,62500,10,2
17753,43.5,62500,10,2
17754,30.9,37500,8,3
17755,67.5,12500,7,6
17756,23.8,12500,8,0
17757,46.5,37500,7,7
17758,61,37500,7,7
17759,60.8,12500,8,2
17760,49.5,112500,8,4
17761,79.8,12500,9,2
17762,73.6,112500,7,1
17763,63.8,12500,7,0
17764,74.2,12500,9,1
17765,26.6,87500,9,0
17766,43.9,12500,10,4
17767,39.3,12500,8,2
17768,62,87500,10,3
17769,64.3,12500,3,2
17770,66.1,112500,9,2
17771,54.9,87500,8,0
17772,76.3,37500,10,3
17773,68,62500,9,2
17774,58.3,62500,2,0
17775,62.5,37500,9,2
17776,61.3,12500,5,0
17777,45.3,12500,8,0
17778,50.1,125000,6,2
17779,78.5,62500,6,2
17780,50.5,87500,10,2
17781,80,37500,5,3
17782,46.3,87500,10,2
17783,56.7,62500,10,3
17784,37.8,37500,9,2
17785,58.4,12500,10,1
17786,55.1,62500,10,0
17787,54.5,62500,8,3
17788,62.7,125000,NA,1
17789,39,112500,9,3
17790,43.1,125000,6,2
17791,80,12500,9,2
17792,55.5,62500,8,3
17793,51.6,37500,8,3
17794,65.2,12500,NA,2
17795,42.9,62500,9,1
17796,60.9,37500,5,3
17797,63,87500,9,2
17798,73.2,37500,10,3
17799,71.3,12500,10,1
17800,75.4,12500,8,1
17801,74.9,37500,9,3
17802,37.8,37500,9,4
17803,57.9,12500,8,3
17804,55.4,12500,0,2
17805,35.5,37500,7,0
17806,67.3,37500,9,3
17807,48.8,87500,10,1
17808,41.2,62500,10,4
17809,37.6,12500,8,0
17810,59.5,62500,8,4
17811,55.3,62500,7,2
17812,46.1,62500,8,2
17813,39.8,37500,10,0
17814,58,62500,9,2
17815,48.2,37500,7,0
17816,24.6,37500,9,0
17817,51,37500,6,1
17818,37.3,37500,7,0
17819,39,37500,6,2
17820,15.7,12500,8,0
17821,31,62500,10,0
17822,57.7,37500,6,0
17823,53,87500,10,3
17824,55.4,37500,9,0
17825,34.5,112500,7,0
17826,39.5,62500,9,2
17827,28,62500,10,0
17828,61.6,37500,9,3
17829,71.2,37500,10,3
17830,71.8,12500,9,3
17831,32.8,37500,8,0
17832,70.5,12500,8,0
17833,68.3,37500,10,2
17834,51.3,37500,7,2
17835,23.4,12500,8,0
17836,18.3,12500,7,0
17837,49.1,125000,10,2
17838,45.4,125000,10,3
17839,58.6,12500,10,2
17840,61.1,37500,10,2
17841,54.2,37500,10,3
17842,73.6,37500,9,3
17843,73,62500,8,3
17844,64.5,62500,9,1
17845,54.7,12500,8,2
17846,79.2,37500,10,2
17847,44.6,37500,8,3
17848,39.7,62500,9,1
17849,34,62500,8,3
17850,48.4,112500,9,3
17851,68.2,37500,10,5
17852,67.2,12500,5,2
17853,23.6,12500,10,0
17854,27.9,37500,9,0
17855,15.8,12500,9,0
17856,36.8,12500,8,1
17857,77.8,12500,8,4
17858,56,62500,7,0
17859,61.5,12500,8,0
17860,64.8,125000,9,0
17861,30.3,12500,6,1
17862,56.8,87500,8,0
17863,50.8,62500,9,0
17864,70.5,37500,8,2
17865,29,12500,7,0
17866,64.8,12500,4,2
17867,37.3,37500,9,3
17868,70.5,12500,5,1
17869,73.3,12500,9,0
17870,37.3,37500,8,2
17871,66.3,87500,7,0
17872,37.3,37500,9,2
17873,50.3,62500,7,3
17874,33.9,62500,6,3
17875,61.2,12500,7,2
17876,61.1,37500,9,1
17877,80,37500,10,4
17878,16.6,12500,7,0
17879,45.2,12500,5,0
17880,79,12500,NA,3
17881,52.1,62500,10,3
17882,50.3,112500,9,0
17883,40.4,12500,7,0
17884,80,12500,8,2
17885,73.1,125000,7,2
17886,20.1,12500,7,0
17887,29.6,37500,8,1
17888,71.3,12500,10,4
17889,72.9,37500,10,3
17890,74.4,37500,8,0
17891,65.4,87500,8,4
17892,64.9,12500,9,2
17893,17.6,12500,8,0
17894,41.8,112500,10,4
17895,53.3,62500,9,2
17896,80,12500,9,0
17897,58.3,12500,8,3
17898,59.2,62500,6,0
17899,67.3,37500,7,2
17900,60.6,125000,10,3
17901,31.6,87500,10,2
17902,74.9,12500,6,1
17903,49.8,112500,7,0
17904,33.7,125000,9,1
17905,71,37500,9,1
17906,61.1,62500,7,3
17907,57.6,12500,5,4
17908,16,12500,10,0
17909,33.8,62500,10,0
17910,71.2,12500,6,1
17911,45.5,62500,8,2
17912,58.3,62500,7,1
17913,74.6,12500,5,2
17914,68.8,125000,9,2
17915,38.9,37500,8,0
17916,66.3,112500,8,2
17917,66.3,62500,8,2
17918,21.1,12500,8,0
17919,51.3,12500,9,2
17920,44.4,12500,8,2
17921,77.3,37500,10,6
17922,80,12500,7,3
17923,76.3,112500,8,2
17924,57.2,87500,10,2
17925,25.5,37500,6,0
17926,47.8,87500,9,3
17927,80,12500,9,7
17928,60.5,112500,9,7
17929,61.6,37500,8,2
17930,63.4,125000,9,2
17931,43.5,112500,7,0
17932,52.3,112500,8,1
17933,18.8,12500,8,0
17934,43.5,62500,9,5
17935,80,37500,8,4
17936,66.2,12500,7,0
17937,40.8,87500,8,2
17938,50.7,37500,9,1
17939,70.3,37500,10,3
17940,50.7,62500,8,1
17941,63.2,125000,8,0
17942,56.7,62500,9,2
17943,77.5,12500,8,5
17944,32.9,37500,7,0
17945,72.5,37500,10,2
17946,64.3,37500,7,3
17947,63.5,12500,10,3
17948,18.5,12500,8,0
17949,30.8,62500,7,0
17950,80,12500,7,5
17951,39,37500,8,1
17952,77.2,37500,10,5
17953,25.7,62500,10,0
17954,54.3,87500,8,0
17955,64.2,37500,10,0
17956,59.6,87500,9,1
17957,51.3,112500,10,0
17958,28.3,12500,10,1
17959,27.8,37500,8,0
17960,80,37500,8,0
17961,69.9,87500,9,2
17962,45.5,87500,10,3
17963,55.3,62500,10,2
17964,58.7,37500,8,2
17965,55.5,12500,9,2
17966,41.2,112500,9,0
17967,45.1,12500,6,2
17968,25.8,62500,8,0
17969,78.3,62500,7,3
17970,41.5,37500,10,0
17971,80,62500,10,3
17972,36.1,12500,8,4
17973,67.1,37500,10,2
17974,68.3,12500,7,2
17975,79.9,37500,10,5
17976,49.3,12500,10,0
17977,70.2,12500,8,2
17978,44.9,12500,10,3
17979,30.6,37500,9,0
17980,55.8,125000,8,3
17981,44.9,37500,7,2
17982,54.4,37500,8,2
17983,78.3,37500,8,2
17984,22.9,12500,7,0
17985,36.1,112500,8,2
17986,60.3,62500,10,0
17987,73.3,12500,8,2
17988,42.2,12500,10,2
17989,78.8,37500,7,1
17990,52.3,62500,8,2
17991,62.5,62500,10,2
17992,69,62500,10,2
17993,80,37500,8,5
17994,63.8,87500,9,3
17995,73.9,12500,7,0
17996,63.5,12500,8,2
17997,64.4,37500,9,2
17998,47.1,12500,10,2
17999,43.2,62500,8,4
18000,27.9,12500,8,0
18001,42.8,62500,10,1
18002,62,62500,8,3
18003,30.1,87500,8,1
18004,21.9,12500,8,0
18005,18.5,12500,8,0
18006,37.3,62500,6,1
18007,38.3,62500,9,2
18008,80,12500,8,4
18009,29.3,37500,6,2
18010,38.1,37500,7,2
18011,41.4,12500,4,0
18012,27.3,37500,8,0
18013,70.3,12500,8,3
18014,23.7,37500,8,6
18015,61.2,37500,5,3
18016,67.8,37500,5,2
18017,63.8,12500,8,7
18018,20.3,12500,9,0
18019,44.7,12500,9,2
18020,44.8,87500,3,3
18021,33.3,62500,9,1
18022,40.1,12500,8,2
18023,41.8,62500,8,3
18024,68.2,37500,7,3
18025,57.3,12500,8,2
18026,56.8,112500,7,2
18027,43.1,62500,8,0
18028,35.8,37500,8,2
18029,39.3,12500,8,0
18030,19.3,12500,10,0
18031,66.1,12500,6,0
18032,54.6,37500,6,0
18033,36.8,12500,7,2
18034,19.3,12500,10,0
18035,41.3,37500,4,0
18036,80,37500,NA,3
18037,69.9,37500,10,0
18038,46.6,62500,10,2
18039,71.4,37500,10,2
18040,70.3,12500,NA,3
18041,42.2,12500,9,0
18042,52.6,12500,3,0
18043,15.8,12500,9,0
18044,41.8,87500,10,1
18045,51.9,62500,8,1
18046,59.9,62500,7,4
18047,37.1,12500,8,0
18048,25.4,37500,7,0
18049,57.8,87500,9,2
18050,46.6,112500,8,2
18051,23.3,12500,8,0
18052,23.7,37500,7,0
18053,58.6,62500,7,4
18054,42.6,62500,8,0
18055,39.2,37500,7,2
18056,29.9,12500,10,4
18057,37.5,12500,5,2
18058,80,125000,8,2
18059,34.9,12500,8,2
18060,19.9,12500,9,0
18061,73.4,37500,10,2
18062,67.5,37500,8,0
18063,32.4,37500,8,1
18064,60.2,37500,8,0
18065,59.6,62500,7,5
18066,67.3,12500,9,2
18067,42.5,62500,8,2
18068,26.7,37500,7,0
18069,25.9,12500,7,1
18070,79.3,37500,7,2
18071,66.7,12500,9,2
18072,71.8,12500,8,5
18073,66.5,87500,8,0
18074,80,12500,10,0
18075,59.1,87500,9,2
18076,61.8,12500,8,0
18077,50.3,37500,10,0
18078,44.3,12500,5,1
18079,66.3,12500,5,3
18080,59.5,125000,8,2
18081,46.3,62500,0,2
18082,33.6,112500,8,2
18083,54.2,87500,10,4
18084,34.1,62500,6,1
18085,46.3,37500,9,0
18086,68.4,37500,NA,1
18087,25.1,37500,8,1
18088,67.4,37500,9,2
18089,59.3,62500,8,3
18090,57.8,12500,6,1
18091,56.6,62500,9,1
18092,56.9,12500,NA,6
18093,75.7,12500,8,4
18094,52.3,12500,9,2
18095,74.7,87500,10,1
18096,42.3,37500,8,2
18097,61.7,37500,9,4
18098,26.1,37500,10,0
18099,24.5,37500,7,0
18100,75.9,12500,10,0
18101,77.1,12500,10,1
18102,61.4,12500,10,3
18103,35,37500,4,3
18104,17.7,12500,10,0
18105,68.3,12500,10,2
18106,42.8,37500,8,4
18107,30.2,37500,10,0
18108,45.2,87500,6,1
18109,70.6,37500,9,2
18110,47.1,112500,9,1
18111,57.9,125000,10,2
18112,24.3,12500,9,0
18113,36.8,87500,9,2
18114,42.7,87500,8,2
18115,57.5,62500,8,3
18116,20.9,12500,8,0
18117,40.4,62500,8,2
18118,32.4,37500,NA,0
18119,80,12500,10,5
18120,71.3,87500,9,0
18121,71.8,62500,5,2
18122,78.3,12500,8,2
18123,80,12500,8,6
18124,66.1,12500,8,3
18125,61.1,12500,7,0
18126,65.1,37500,8,2
18127,30.2,37500,9,0
18128,72.3,12500,10,3
18129,45.4,37500,7,1
18130,46.1,37500,9,5
18131,65.8,12500,10,2
18132,44.7,12500,NA,2
18133,60.6,125000,9,5
18134,60.8,12500,10,0
18135,39.7,87500,8,0
18136,55.4,37500,8,1
18137,25.8,37500,9,0
18138,33.2,12500,10,1
18139,80,37500,10,0
18140,69.3,12500,9,2
18141,17.3,12500,10,0
18142,47.7,87500,8,0
18143,75.1,12500,6,2
18144,57,87500,9,2
18145,62.3,62500,8,3
18146,36.3,12500,8,1
18147,41.8,125000,8,2
18148,55.9,37500,NA,2
18149,34,37500,7,0
18150,72.1,62500,8,3
18151,60.3,37500,5,0
18152,39.2,37500,10,3
18153,25.5,12500,10,0
18154,47.7,12500,8,0
18155,65,37500,10,1
18156,64.8,12500,10,4
18157,32.5,125000,9,1
18158,80,37500,8,1
18159,66.4,62500,9,3
18160,55.1,125000,9,3
18161,40.5,37500,5,2
18162,80,62500,10,4
18163,37.4,112500,7,2
18164,65.6,12500,9,0
18165,75.5,37500,5,2
18166,42.5,12500,10,1
18167,64.7,12500,9,3
18168,54.3,62500,8,2
18169,80,12500,7,3
18170,60.9,125000,7,0
18171,34.3,37500,9,3
18172,61.9,12500,8,3
18173,30.2,62500,10,0
18174,44.3,87500,9,3
18175,30.8,12500,10,2
18176,66.8,37500,8,1
18177,66.8,12500,6,3
18178,32.1,87500,4,0
18179,47.3,37500,7,3
18180,17.1,12500,10,0
18181,69.8,37500,6,1
18182,62.6,37500,3,2
18183,65.3,12500,10,3
18184,35.7,87500,10,2
18185,41.8,37500,8,3
18186,50.7,12500,NA,3
18187,21.9,12500,9,0
18188,59.6,37500,7,1
18189,80,37500,10,5
18190,31,62500,8,3
18191,63.3,37500,10,1
18192,48.3,62500,8,1
18193,60.7,62500,8,3
18194,48.3,37500,7,2
18195,17.3,12500,9,0
18196,40.8,87500,9,0
18197,56.6,62500,10,1
18198,60.3,12500,7,1
18199,41.1,37500,8,2
18200,57.7,12500,10,0
18201,67.2,87500,8,3
18202,70.6,12500,10,4
18203,48.8,62500,1,0
18204,80,37500,6,3
18205,55.4,87500,9,2
18206,57.2,37500,6,0
18207,22,12500,7,0
18208,66.3,12500,10,2
18209,60.7,87500,8,0
18210,62.6,62500,8,2
18211,71.2,12500,10,3
18212,37.9,87500,8,2
18213,31.1,62500,8,0
18214,78.3,12500,8,1
18215,74.3,12500,8,2
18216,62.2,37500,10,3
18217,66.8,37500,9,4
18218,56.7,62500,7,5
18219,80,12500,8,2
18220,55.4,12500,4,1
18221,60.1,125000,9,1
18222,65.8,62500,7,0
18223,64.7,62500,10,2
18224,76.7,37500,10,2
18225,61.2,12500,7,2
18226,49.8,125000,7,2
18227,61.5,112500,8,0
18228,60.6,87500,8,2
18229,75.4,37500,10,3
18230,50.8,12500,8,1
18231,38.1,112500,9,2
18232,50.9,12500,8,3
18233,69.4,37500,10,1
18234,40.3,62500,6,2
18235,56.3,12500,10,1
18236,38.6,12500,9,4
18237,61.8,37500,3,3
18238,23.6,37500,9,1
18239,64.9,37500,8,2
18240,36.1,62500,7,0
18241,73.4,12500,8,0
18242,32.3,37500,10,1
18243,43.1,112500,9,1
18244,72,12500,10,4
18245,68.8,37500,7,5
18246,19.6,12500,10,0
18247,40.8,37500,7,2
18248,79.3,12500,5,2
18249,19.3,12500,7,0
18250,50.3,112500,4,2
18251,62.7,37500,8,2
18252,51.8,37500,10,2
18253,40.3,12500,7,1
18254,35,62500,8,0
18255,51.4,62500,8,4
18256,22.8,12500,5,0
18257,73.6,12500,10,4
18258,48.5,112500,9,1
18259,80,37500,10,1
18260,63.3,12500,8,3
18261,60.7,112500,9,2
18262,70.1,37500,10,0
18263,73.6,37500,9,3
18264,36.7,12500,9,2
18265,73.8,62500,8,1
18266,16.8,12500,8,0
18267,61.4,12500,10,3
18268,71.3,37500,10,1
18269,80,12500,NA,3
18270,80,37500,8,5
18271,59,12500,6,3
18272,35.9,125000,8,0
18273,35.3,62500,8,0
18274,70.2,37500,7,4
18275,53.2,12500,5,1
18276,43.1,12500,10,6
18277,56.1,62500,9,2
18278,44.5,37500,8,3
18279,51.6,12500,8,0
18280,39.3,12500,7,1
18281,80,12500,10,3
18282,67.7,37500,9,2
18283,52.2,112500,5,3
18284,71.3,125000,7,3
18285,24.8,12500,9,0
18286,33.1,12500,6,0
18287,55.8,112500,7,0
18288,37.1,12500,8,3
18289,63.2,37500,7,2
18290,68,62500,10,3
18291,31.9,12500,8,0
18292,34.3,62500,9,2
18293,32.8,12500,10,0
18294,29.2,12500,9,2
18295,51,12500,5,2
18296,21.3,12500,7,0
18297,80,12500,9,1
18298,30.4,62500,10,3
18299,26.5,12500,8,0
18300,64.6,12500,9,0
18301,57,37500,10,1
18302,23,12500,7,0
18303,49.6,12500,8,1
18304,60.8,37500,10,1
18305,73,62500,9,2
18306,71.4,12500,10,2
18307,30.1,62500,10,0
18308,80,12500,8,2
18309,34.8,12500,9,0
18310,60.3,12500,8,1
18311,23.3,12500,7,0
18312,16.8,12500,10,0
18313,40.9,125000,8,3
18314,60.9,37500,7,2
18315,36.1,112500,8,1
18316,48.2,37500,9,2
18317,54.2,87500,9,0
18318,40.9,12500,10,2
18319,67.7,62500,8,0
18320,25,12500,10,0
18321,76.8,37500,8,3
18322,31.3,12500,7,0
18323,21.8,37500,8,0
18324,19.7,12500,7,0
18325,75.1,37500,8,3
18326,51.6,62500,8,2
18327,59.7,37500,8,2
18328,30.7,62500,8,0
18329,62.9,37500,8,2
18330,29.1,37500,10,0
18331,66.3,37500,5,3
18332,40.3,62500,8,3
18333,43.5,12500,9,1
18334,66.1,62500,9,3
18335,37.2,62500,7,1
18336,35.3,37500,9,3
18337,59.6,62500,8,2
18338,59.4,12500,6,4
18339,28.8,62500,7,0
18340,30.8,37500,7,0
18341,77.1,37500,10,2
18342,80,37500,10,1
18343,38.5,12500,8,2
18344,80,12500,8,0
18345,62.6,87500,8,3
18346,58.7,37500,9,4
18347,28,12500,10,1
18348,30.2,12500,8,0
18349,34.8,37500,7,2
18350,38.6,37500,8,1
18351,61.8,37500,9,2
18352,17.6,12500,8,0
18353,70.1,37500,10,2
18354,60.6,112500,10,2
18355,57.4,37500,5,2
18356,27.3,62500,9,0
18357,36.8,87500,7,4
18358,39.9,62500,9,1
18359,73.9,87500,9,1
18360,15.2,12500,9,0
18361,73.9,37500,7,3
18362,40.6,87500,9,2
18363,60.3,37500,7,1
18364,74.8,87500,8,2
18365,79.8,12500,10,7
18366,31.6,37500,7,0
18367,29.8,87500,8,1
18368,46.9,87500,8,0
18369,73.3,62500,9,0
18370,35.3,62500,8,2
18371,61,12500,8,5
18372,26,37500,10,0
18373,64.6,62500,4,1
18374,22.8,12500,7,0
18375,44.3,125000,7,0
18376,34.7,125000,9,0
18377,54.7,12500,8,2
18378,35.7,87500,9,0
18379,40.3,62500,7,7
18380,73.5,37500,6,4
18381,66.1,12500,6,1
18382,57.1,37500,10,2
18383,54.6,12500,7,2
18384,50.3,112500,9,2
18385,63.1,37500,8,4
18386,63.9,12500,8,0
18387,26.9,12500,8,1
18388,51.6,37500,6,0
18389,47.5,62500,10,2
18390,70.5,37500,8,2
18391,42.6,37500,10,2
18392,62.6,12500,9,2
18393,30.2,87500,8,0
18394,18.2,12500,10,0
18395,61.5,12500,8,3
18396,58.9,12500,9,3
18397,70.7,37500,9,4
18398,64.7,87500,10,2
18399,52.1,112500,7,0
18400,52.3,125000,10,2
18401,41.9,37500,7,2
18402,43.3,62500,8,0
18403,45.1,12500,8,1
18404,80,12500,8,7
18405,41.3,87500,7,3
18406,29.9,87500,8,0
18407,55.6,12500,10,1
18408,56.1,12500,7,2
18409,18.8,12500,7,0
18410,56.9,62500,10,2
18411,59.7,37500,8,1
18412,20.5,12500,7,1
18413,37.2,12500,8,2
18414,61.8,12500,10,1
18415,69.7,62500,4,3
18416,56.6,37500,10,2
18417,52,87500,7,0
18418,29,62500,9,0
18419,57.6,62500,8,3
18420,69.8,37500,5,3
18421,62.2,37500,10,0
18422,55.9,12500,8,1
18423,79.9,37500,10,2
18424,55.8,37500,10,2
18425,80,87500,9,4
18426,71.9,12500,8,4
18427,65.1,112500,8,2
18428,42.5,87500,10,3
18429,75.3,12500,7,1
18430,67.7,62500,5,2
18431,38.4,62500,8,2
18432,57.7,12500,7,1
18433,55.8,112500,7,2
18434,47.4,12500,7,2
18435,68.7,12500,7,4
18436,41.8,62500,7,1
18437,48.5,112500,9,2
18438,57.4,12500,9,0
18439,77,12500,10,1
18440,54.8,12500,10,1
18441,80,37500,8,1
18442,27.7,62500,8,0
18443,37.3,87500,8,3
18444,50.8,12500,8,3
18445,55,87500,9,3
18446,32.3,12500,6,0
18447,25.9,37500,9,0
18448,45.6,62500,8,0
18449,66.8,37500,9,4
18450,43.6,112500,8,0
18451,54.1,62500,9,1
18452,37.7,37500,8,1
18453,52.3,62500,8,3
18454,37.8,87500,8,1
18455,62.1,37500,9,3
18456,80,12500,10,3
18457,48.1,62500,9,0
18458,66.1,12500,10,2
18459,38.1,37500,5,2
18460,78.5,12500,9,4
18461,66.2,37500,9,2
18462,44,12500,7,3
18463,28.8,12500,8,0
18464,52.7,37500,8,0
18465,80,12500,7,2
18466,80,125000,8,2
18467,65.9,62500,10,0
18468,80,12500,9,3
18469,31.3,37500,8,1
18470,46.4,37500,6,3
18471,80,62500,10,2
18472,80,62500,8,0
18473,75.7,37500,9,4
18474,80,12500,9,5
18475,51.7,62500,9,0
18476,37.8,62500,8,0
18477,41.2,37500,10,2
18478,25.1,12500,7,0
18479,68.7,12500,8,1
18480,42.6,87500,9,1
18481,63.9,12500,8,2
18482,37.6,37500,10,1
18483,38.8,62500,8,1
18484,50.8,62500,9,1
18485,37.4,62500,9,NA
18486,62.8,12500,9,3
18487,28.2,37500,9,0
18488,52.9,87500,7,2
18489,36.3,112500,7,2
18490,55.9,62500,8,1
18491,80,37500,6,3
18492,36.3,112500,9,2
18493,68.8,62500,9,2
18494,45.8,62500,8,3
18495,31.3,12500,7,1
18496,70.9,37500,8,1
18497,79.3,12500,8,1
18498,20,12500,9,0
18499,80,37500,8,0
18500,77.4,12500,10,2
18501,49.7,62500,5,0
18502,24.3,12500,10,0
18503,60.3,87500,NA,0
18504,28.2,12500,9,0
18505,30.3,62500,6,1
18506,65.4,12500,8,3
18507,31.2,37500,9,2
18508,25.8,12500,8,0
18509,30.4,12500,6,0
18510,36.3,87500,9,4
18511,72.1,87500,10,3
18512,49.9,12500,8,3
18513,26.4,87500,6,0
18514,59.2,12500,6,0
18515,80,37500,2,3
18516,40.3,87500,7,0
18517,70.8,37500,8,1
18518,78.5,37500,8,3
18519,59.8,37500,10,6
18520,33.2,12500,8,2
18521,30.8,87500,7,1
18522,67.2,62500,5,3
18523,72.6,37500,7,2
18524,75.7,62500,9,1
18525,80,87500,10,6
18526,53.3,12500,7,2
18527,22.8,12500,6,0
18528,65,62500,8,2
18529,61.8,12500,9,3
18530,74.3,87500,8,2
18531,63.2,87500,10,2
18532,64.3,37500,9,3
18533,73.7,37500,8,2
18534,42.7,62500,6,1
18535,38.3,37500,10,2
18536,58,87500,5,3
18537,60,37500,9,2
18538,78.8,12500,9,1
18539,78.1,12500,NA,4
18540,21.8,12500,9,0
18541,80,12500,10,3
18542,28.7,12500,10,1
18543,67.6,125000,7,2
18544,36.7,37500,10,5
18545,44.8,112500,9,1
18546,70.5,12500,8,3
18547,80,37500,10,2
18548,80,37500,10,0
18549,76.8,62500,8,1
18550,77.8,12500,10,2
18551,65.6,12500,NA,3
18552,65.7,62500,9,0
18553,53.3,112500,7,0
18554,47.7,12500,8,0
18555,16.8,12500,9,0
18556,19.8,12500,7,0
18557,54.4,62500,8,2
18558,62.5,12500,8,0
18559,52.8,62500,10,2
18560,68.4,12500,6,7
18561,28.3,87500,10,0
18562,72.5,12500,8,6
18563,39.7,62500,8,0
18564,64.8,37500,10,0
18565,26.9,37500,6,0
18566,75.7,37500,8,3
18567,75.7,12500,5,3
18568,42.3,62500,10,3
18569,24.3,37500,7,2
18570,40.7,87500,8,3
18571,36.9,12500,7,2
18572,56.9,12500,6,3
18573,21.6,12500,8,0
18574,33.6,87500,9,1
18575,67,62500,8,0
18576,36.7,62500,9,2
18577,19.8,12500,8,0
18578,51,37500,8,1
18579,70.7,12500,5,3
18580,61.4,37500,9,1
18581,54.3,125000,9,2
18582,57.7,37500,8,3
18583,60.2,125000,10,1
18584,70.3,37500,8,2
18585,23.1,37500,9,0
18586,70.8,37500,8,2
18587,35.8,62500,10,1
18588,74,37500,8,2
18589,52.2,37500,8,3
18590,52.8,12500,5,1
18591,59.3,62500,10,5
18592,80,12500,5,3
18593,63.3,62500,2,0
18594,52.3,12500,8,2
18595,32.9,62500,8,0
18596,45.5,62500,8,0
18597,52.8,62500,10,3
18598,20,37500,5,0
18599,72.5,12500,8,4
18600,61.8,12500,8,2
18601,35.5,12500,8,0
18602,65.6,37500,7,2
18603,49.9,87500,10,2
18604,29.1,62500,10,0
18605,80,87500,8,4
18606,59.6,37500,8,2
18607,58.1,37500,10,1
18608,64.9,62500,10,4
18609,75.3,12500,9,3
18610,59.9,37500,8,0
18611,80,62500,8,2
18612,37.7,87500,9,3
18613,77.9,37500,5,2
18614,33.6,87500,9,2
18615,65.8,12500,8,2
18616,66.8,12500,9,1
18617,56.3,12500,5,0
18618,63.5,37500,8,1
18619,80,37500,7,1
18620,58.9,12500,9,0
18621,41,62500,6,4
18622,34.3,37500,9,3
18623,53.6,12500,8,4
18624,57.2,37500,10,7
18625,64.5,37500,1,2
18626,80,37500,8,4
18627,63.4,37500,9,3
18628,32.3,62500,7,0
18629,77.6,37500,9,2
18630,54.1,12500,6,1
18631,34.4,62500,9,2
18632,63.6,37500,10,0
18633,55.8,62500,7,2
18634,76.5,62500,9,2
18635,54.3,37500,8,2
18636,41.3,125000,7,0
18637,60.9,62500,8,0
18638,79.8,37500,10,3
18639,58.7,37500,10,2
18640,60.9,125000,8,4
18641,49.4,12500,10,0
18642,30.8,12500,8,0
18643,60.2,37500,10,2
18644,66.4,37500,8,3
18645,72,37500,8,1
18646,74.8,37500,10,3
18647,30.4,37500,7,1
18648,58.3,62500,9,2
18649,35.6,37500,9,1
18650,80,12500,9,5
18651,51.2,62500,9,2
18652,57.8,37500,9,3
18653,36.4,87500,9,4
18654,54.3,37500,10,1
18655,79.3,12500,6,4
18656,37.9,37500,7,1
18657,21.6,12500,8,0
18658,56.5,12500,7,0
18659,67.6,62500,8,4
18660,25.3,37500,8,1
18661,71.8,12500,10,3
18662,35.6,62500,8,0
18663,58.1,87500,7,2
18664,41.2,37500,10,2
18665,71.8,12500,10,4
18666,25.8,12500,7,0
18667,65.1,12500,2,5
18668,37.2,62500,9,2
18669,62.8,87500,7,3
18670,69,12500,8,1
18671,45.7,37500,5,3
18672,62,12500,9,6
18673,53.8,12500,9,1
18674,66.4,125000,10,2
18675,75,12500,8,3
18676,69.3,37500,9,3
18677,51.6,62500,7,2
18678,17,12500,10,0
18679,38.7,87500,10,0
18680,80,87500,10,5
18681,44.8,37500,7,1
18682,72.3,12500,8,4
18683,73.5,12500,10,5
18684,22.1,12500,6,0
18685,49.3,12500,5,0
18686,32.4,12500,8,2
18687,24.3,12500,10,1
18688,29.7,37500,9,2
18689,41.8,37500,8,1
18690,25,12500,10,0
18691,50.3,62500,7,2
18692,77.4,87500,9,1
18693,51.6,112500,8,2
18694,18.8,12500,8,0
18695,52.8,62500,7,0
18696,42.9,37500,8,2
18697,74.3,12500,7,2
18698,64.1,37500,8,3
18699,68.9,12500,8,2
18700,57.9,125000,10,3
18701,44.6,62500,8,2
18702,32.4,62500,9,0
18703,61.5,62500,9,1
18704,31.3,12500,7,0
18705,63.2,37500,7,2
18706,69.1,12500,8,2
18707,64.7,37500,10,2
18708,50.4,87500,6,4
18709,76.1,12500,10,2
18710,43.3,37500,9,4
18711,40.1,62500,8,0
18712,65.2,62500,5,2
18713,72.4,37500,10,0
18714,62.6,37500,7,3
18715,54.6,87500,9,1
18716,17.9,12500,8,0
18717,34.2,62500,9,0
18718,27.3,62500,9,0
18719,32.5,12500,8,2
18720,52.8,87500,10,0
18721,36,62500,5,1
18722,48.8,62500,9,2
18723,57.9,87500,8,0
18724,76.2,12500,8,1
18725,30.3,12500,7,0
18726,69.3,12500,5,2
18727,80,37500,5,1
18728,77.1,12500,10,3
18729,66.2,37500,8,2
18730,80,37500,10,3
18731,29.2,62500,9,2
18732,28.8,37500,4,0
18733,78.7,37500,8,5
18734,29,37500,8,0
18735,59.6,62500,10,2
18736,26.8,37500,8,1
18737,30,37500,8,0
18738,33,37500,7,0
18739,42.3,62500,7,1
